代码,名称,买入日,卖出日,买入月份,卖出日市场环境,持仓天数,卖出时连续弱市持仓天数,累计弱市持仓天数,最大连续弱市持仓天数,买入数量,买入价,卖出价,买入耗资,卖出净额,单笔净利,盈亏率,买入分数,排序分,卖出原因,卖出后现金,信号日,信号日市场环境,信号日市场MA20宽度,信号日市场MA60宽度,信号日市场MA60上行宽度,信号日指数站上MA20,信号日指数MA20上行,信号日指数站上MA60,信号日收盘,信号日RSI14,信号日量比,信号日20日均成交额,信号日距MA20,信号日距MA60,信号日站上MA20,信号日站上MA60,信号日MA20上行,信号日MA60上行,信号日突破20日新高,信号日前5日阳线数,买入日市场环境,买入日市场MA20宽度,买入日市场MA60宽度,买入日开盘跳空,买入日开盘距MA20
002594,比亚迪,2024-04-29,2024-05-16,2024-04,强,10,0,0,0,100,71.813,70.908,7186.33,7082.24,-104.09,-0.012608242424039861,80,80,沉没止损,45754.12,2024-04-26,弱,0.4370629370629371,0.5017482517482518,0.40559440559440557,True,False,True,71.12,60.93321126687421,2.237984291871536,775857665.148,0.04100646237841876,0.10420779973554106,True,True,False,True,True,3,强,0.6544502617801047,0.6823734729493892,0.007733408323959523,0.04582697962191462
601138,工业富联,2024-04-29,2024-05-16,2024-04,强,10,0,0,0,400,23.276,24.092,9315.58,9626.87,311.29,0.03502508542965735,80,80,沉没止损,55380.99,2024-04-26,弱,0.4370629370629371,0.5017482517482518,0.40559440559440557,True,False,True,22.9,62.28260860087429,1.9643487028385083,3782542958.829,0.09805801965955419,0.18827293954856006,True,True,False,True,True,4,强,0.6544502617801047,0.6823734729493892,0.014410480349345,0.11121741210236791
603317,天味食品,2024-04-29,2024-05-16,2024-04,强,10,0,0,0,900,12.405,12.525,11169.28,11261.77,92.49,0.009684991890209825,78,78,沉没止损,66642.76,2024-04-26,弱,0.4370629370629371,0.5017482517482518,0.40559440559440557,True,False,True,12.43,64.8648643739956,1.5614740248044408,70152905.188,0.043485560779046306,0.11273573645261381,True,True,True,True,True,2,强,0.6544502617801047,0.6823734729493892,-0.004022526146419847,0.03503051584315697
603319,美湖股份,2024-04-29,2024-05-17,2024-04,强,11,0,0,0,800,12.465,11.976,9976.9,9571.01,-405.89,-0.0392205941814121,80,80,破位防守,76213.77,2024-04-26,弱,0.4370629370629371,0.5017482517482518,0.40559440559440557,True,False,True,12.56,56.476683732986125,1.7844966811639407,86420020.5205,0.060497319204626976,0.15264606913429168,True,True,False,True,True,4,强,0.6544502617801047,0.6823734729493892,-0.009554140127388644,0.05005486621085509
600422,昆药集团,2024-04-16,2024-05-20,2024-04,强,21,0,9,9,100,20.882,21.327,2093.17,2126.66,33.49,0.02133832143773888,90,90,沉没止损,78340.43,2024-04-15,弱,0.29545454545454547,0.4230769230769231,0.3041958041958042,True,False,True,21.13,61.2149530707922,1.6116290892161385,181429023.076,0.050642667130746055,0.11367808923128275,True,True,True,True,True,4,弱,0.1993006993006993,0.29545454545454547,-0.013724562233790816,0.03298718679521184
001213,中铁特货,2024-04-29,2024-05-21,2024-04,强,13,0,0,0,2700,4.048,4.122,10934.82,11118.13,183.32,0.018196280705914974,78,78,沉没止损,89458.56,2024-04-26,弱,0.4370629370629371,0.5017482517482518,0.40559440559440557,True,False,True,4.06,61.290321196670185,2.0478229805875916,85851912.76099999,0.026678467568592712,0.03404363698106794,True,True,True,True,True,2,强,0.6544502617801047,0.6823734729493892,-0.004926108374384119,0.017760423227106692
002768,国恩股份,2024-04-29,2024-05-24,2024-04,弱,16,1,1,1,700,14.539,14.82,10182.31,10364.02,181.71,0.019346558433787193,80,80,沉没止损,99822.59,2024-04-26,弱,0.4370629370629371,0.5017482517482518,0.40559440559440557,True,False,True,14.25,58.507462442058376,2.4700201879518175,34663752.4645,0.050458884670671944,0.0883955394877538,True,True,True,True,True,3,强,0.6544502617801047,0.6823734729493892,0.01824561403508773,0.0616425827693432
000796,凯撒旅业,2024-05-27,2024-06-11,2024-05,弱,10,10,10,10,1100,3.487,3.413,3840.66,3747.6,-93.06,-0.02116456741689032,90,90,沉没止损,99729.53,2024-05-24,弱,0.2708333333333333,0.4427083333333333,0.765625,False,True,True,3.44,67.14285579999999,1.988537041379479,31008377.377499998,0.06948546556816426,0.064027219300959,True,True,True,True,True,4,弱,0.3142361111111111,0.4565972222222222,0.011627906976744207,0.07806691449814118
600757,长江传媒,2024-06-11,2024-06-26,2024-06,弱,11,11,11,11,500,7.214,7.076,3612.2,3531.14,-81.06,-0.01920880461299625,90,90,沉没止损,99648.47,2024-06-07,弱,0.11979166666666667,0.22916666666666666,0.4340277777777778,False,False,False,7.28,64.10256364234057,2.213080012726543,119312397.078,0.06995884773662575,0.06585978868256026,True,True,True,True,True,4,弱,0.11284722222222222,0.22395833333333334,-0.01098901098901095,0.05340160936356986
002350,北京科锐,2024-06-26,2024-07-08,2024-06,弱,8,8,8,8,700,5.631,5.0,3946.87,3493.24,-453.63,-0.1120996441281139,80,80,绝对止损,99194.84,2024-06-25,弱,0.08680555555555555,0.13020833333333334,0.23958333333333334,False,False,False,5.78,63.5036493105653,2.227060915676125,101288534.374,0.12102404965089208,0.12714508580343242,True,True,True,True,True,4,弱,0.140625,0.140625,-0.02768166089965396,0.0868304003094178
002587,奥拓电子,2024-07-18,2024-08-06,2024-07,弱,13,13,13,13,600,5.691,5.928,3419.82,3550.09,130.28,0.04159989879396159,80,80,沉没止损,99325.12,2024-07-17,弱,0.2586805555555556,0.11458333333333333,0.234375,True,False,False,5.81,65.9340654268808,1.6155481237629945,117007604.795,0.06206014075495836,0.06634853629439275,True,True,True,True,True,4,弱,0.2795138888888889,0.11284722222222222,-0.022375215146299476,0.03583477705844795
001360,南矿集团,2024-08-06,2024-08-19,2024-08,弱,9,9,9,9,200,13.557,12.106,2716.41,2414.94,-301.47,-0.10705270906819023,82,82,绝对止损,99023.64,2024-08-05,弱,0.46875,0.15104166666666666,0.10416666666666667,False,False,False,13.64,65.45960977258093,2.0265836233691275,44162092.119500004,0.06796116504854366,0.045410998275531966,True,True,True,False,True,4,弱,0.6180555555555556,0.2170138888888889,-0.008064516129032362,0.052959259115140656
002888,惠威科技,2024-08-20,2024-09-18,2024-08,弱,19,19,19,19,200,15.07,14.481,3019.02,2889.75,-129.27,-0.03909070157557216,86,86,沉没止损,98894.37,2024-08-19,弱,0.40625,0.2708333333333333,0.09027777777777778,False,False,False,15.18,56.925418447951934,1.9866559547477298,162455125.73250002,0.06265313265663286,0.15935387787833655,True,True,True,True,False,4,弱,0.22569444444444445,0.20833333333333334,-0.00922266139657446,0.04535186794092083
601118,海南橡胶,2024-09-18,2024-10-08,2024-09,强,9,0,6,6,700,5.02,6.477,3519.01,4526.65,1007.63,0.29023788749845636,86,86,亢奋止盈,27735.03,2024-09-13,弱,0.24347826086956523,0.24347826086956523,0.20347826086956522,False,False,False,4.87,61.728393994817885,1.6498293672048885,111349234.54800001,0.028076841883048376,0.0697419000549151,True,True,True,True,False,3,弱,0.24347826086956523,0.21565217391304348,0.028747433264886935,0.05318478032373353
002594,比亚迪,2024-09-26,2024-10-08,2024-09,强,3,0,0,0,100,86.813,110.718,8686.33,11061.28,2374.95,0.2753592537915857,90,90,亢奋止盈,38796.31,2024-09-25,弱,0.9008695652173913,0.6539130434782608,0.3443478260869565,True,False,True,86.24,66.7971297498265,2.023254354646759,839495822.702,0.04872739654396652,0.07091855108097711,True,True,True,True,True,3,强,0.9617391304347827,0.8417391304347827,0.004638218923933346,0.04756607743089969
002885,京泉华,2024-09-26,2024-10-08,2024-09,强,3,0,0,0,900,11.383,14.591,10249.45,13120.12,2870.67,0.2818342188861714,90,90,亢奋止盈,51916.42,2024-09-25,弱,0.9008695652173913,0.6539130434782608,0.3443478260869565,True,False,True,11.37,57.08501991935616,1.5904735642459848,117510441.002,0.0446527012127893,0.10856530005362441,True,True,True,True,True,3,强,0.9617391304347827,0.8417391304347827,-0.0008795074758135568,0.03758505731378725
603127,昭衍新药,2024-09-26,2024-10-08,2024-09,强,3,0,0,0,700,14.228,19.74,9964.88,13806.4,3841.52,0.3873970369120914,90,90,亢奋止盈,65722.82,2024-09-25,弱,0.9008695652173913,0.6539130434782608,0.3443478260869565,True,False,True,14.27,66.66666639376217,1.9723941757321384,161165912.452,0.05050058892815068,0.024603896414724158,True,True,True,True,True,3,强,0.9617391304347827,0.8417391304347827,-0.004905395935529078,0.03937930024886582
000901,航天科技,2024-09-26,2024-10-09,2024-09,强,4,0,0,0,1100,9.8,11.846,10784.52,13019.37,2234.85,0.2088563159978611,90,90,亢奋止盈,78742.19,2024-09-25,弱,0.9008695652173913,0.6539130434782608,0.3443478260869565,True,False,True,9.89,66.09442020372452,2.2158415088513195,441205407.162,0.06826528407863486,0.044773491557652534,True,True,False,True,True,4,强,0.9617391304347827,0.8417391304347827,-0.011122345803842415,0.05314165724438702
002589,瑞康医药,2024-09-26,2024-10-09,2024-09,强,4,0,0,0,4500,2.465,3.184,11097.14,14314.13,3216.99,0.29157132888694165,90,90,亢奋止盈,93056.32,2024-09-25,弱,0.9008695652173913,0.6539130434782608,0.3443478260869565,True,False,True,2.46,56.896550350772934,1.5867309195301567,52528059.565000005,0.04259376986649732,0.07942079859587525,True,True,True,True,True,3,强,0.9617391304347827,0.8417391304347827,0.0,0.03578947368421059
600415,小商品城,2024-09-26,2024-10-09,2024-09,强,4,0,0,0,1300,8.377,9.491,10894.74,12327.1,1432.37,0.13301865169183186,90,90,亢奋止盈,105383.43,2024-09-25,弱,0.9008695652173913,0.6539130434782608,0.3443478260869565,True,False,True,8.34,67.32673174002548,1.8397565667293982,263142469.10500002,0.04100355738625705,0.1250505868069609,True,True,True,True,True,3,强,0.9617391304347827,0.8417391304347827,0.0023980815347721673,0.037993543580829625
603399,永杉锂业,2024-09-26,2024-10-09,2024-09,强,4,0,0,0,1600,6.553,7.974,10489.93,12747.05,2257.12,0.21683544226531642,86,86,亢奋止盈,118130.48,2024-09-25,弱,0.9008695652173913,0.6539130434782608,0.3443478260869565,True,False,True,6.6,59.22330056838532,1.7703606049507912,96393450.2115,0.054313099041533475,0.06001391937469891,True,True,True,True,False,4,强,0.9617391304347827,0.8417391304347827,-0.009090909090909038,0.03776578863852742
600576,祥源文旅,2024-10-09,2024-10-14,2024-10,强,3,0,0,0,2200,5.922,5.399,13033.0,11867.26,-1165.75,-0.08825665082694172,80,80,绝对止损,28183.59,2024-10-08,强,0.9965156794425087,0.9965156794425087,0.7909407665505227,True,True,True,6.08,59.42028955366521,1.6543967774672153,242679268.317,0.18994030727077016,0.3212125602115099,True,True,True,True,True,3,强,0.9878048780487805,0.9773519163763066,-0.02796052631578949,0.14835324978140485
002801,微光股份,2024-10-09,2024-10-14,2024-10,强,3,0,0,0,600,21.693,19.451,13020.98,11659.78,-1361.2,-0.10336278943268187,70,70,绝对止损,39843.37,2024-10-08,强,0.9965156794425087,0.9965156794425087,0.7909407665505227,True,True,True,21.99,66.7388948066799,2.1033828988213292,52584572.4775,0.17064601133913593,0.2391990382447966,True,True,True,True,True,3,强,0.9878048780487805,0.9773519163763066,-0.015461573442473897,0.1421487167312918
600114,东睦股份,2024-10-09,2024-10-23,2024-10,强,10,0,0,0,800,16.262,18.663,13014.97,14917.61,1902.65,0.14758775732576723,70,70,亢奋止盈,29357.3,2024-10-08,强,0.9965156794425087,0.9965156794425087,0.7909407665505227,True,True,True,16.95,66.89944120997316,2.0116770243758624,724313812.7405,0.1641483516483515,0.1816512908697978,True,True,True,True,True,3,强,0.9878048780487805,0.9773519163763066,-0.04247787610619458,0.10989537030705065
002888,惠威科技,2024-10-09,2024-10-24,2024-10,强,11,0,0,0,700,17.204,17.315,12048.04,12109.65,61.61,0.0064495354079260585,70,70,沉没止损,28722.52,2024-10-08,强,0.9965156794425087,0.9965156794425087,0.7909407665505227,True,True,True,17.5,58.3550912771578,1.9987085369360214,142856081.9135,0.14296910717784583,0.19419960193346597,True,True,False,True,True,4,强,0.9878048780487805,0.9773519163763066,-0.018857142857142795,0.12420611536698756
002209,达 意 隆,2024-10-10,2024-10-24,2024-10,强,10,0,0,0,1400,8.757,8.932,12265.47,12493.69,228.22,0.01993952598236012,76,76,沉没止损,41216.21,2024-10-09,强,0.9878048780487805,0.9773519163763066,0.872822299651568,True,True,True,8.75,66.1676643933092,2.4824037606542086,42205206.588000014,0.10878793638725237,0.14528795811518336,True,True,True,True,False,3,强,0.9878472222222222,0.9809027777777778,-0.0011428571428571122,0.10068635476355414
600828,茂业商业,2024-10-09,2024-10-28,2024-10,强,13,0,0,0,4200,3.096,3.034,13008.96,12731.09,-277.86,-0.020108650013888004,80,80,沉没止损,31345.21,2024-10-08,强,0.9965156794425087,0.9965156794425087,0.7909407665505227,True,True,True,3.19,65.87301514109348,1.579301596415113,62120829.87100001,0.22222222222222232,0.295782276081511,True,True,True,True,True,3,强,0.9878048780487805,0.9773519163763066,-0.031347962382445194,0.17423522705681171
001872,招商港口,2024-10-09,2024-10-31,2024-10,弱,16,1,1,1,600,21.232,19.281,12744.43,11558.03,-1186.4,-0.09188889799447839,80,80,破位防守,29719.93,2024-10-08,强,0.9965156794425087,0.9965156794425087,0.7909407665505227,True,True,True,21.32,67.61904749024944,2.241163386003472,135214185.83699998,0.13503873080096884,0.12062093192350476,True,True,True,True,True,3,强,0.9878048780487805,0.9773519163763066,-0.0060975609756097615,0.1261392926420961
000829,天音控股,2024-10-10,2024-11-01,2024-10,弱,16,2,2,2,1200,10.561,15.16,12678.3,18177.45,5499.15,0.43542327110484935,76,76,亢奋止盈,47897.38,2024-10-09,强,0.9878048780487805,0.9773519163763066,0.872822299651568,True,True,True,10.26,63.72549002114572,1.7016207530590908,405222117.974,0.11978171896316514,0.21023866629968935,True,True,True,True,False,3,强,0.9878472222222222,0.9809027777777778,0.02729044834307981,0.13921314310419342
002416,爱施德,2024-10-23,2024-11-01,2024-10,弱,7,2,2,2,1300,9.8,14.431,12744.43,18746.02,6001.6,0.47262530154415117,86,86,亢奋止盈,66643.41,2024-10-22,强,0.9722703639514731,0.9792027729636048,0.8630849220103987,True,True,True,9.85,61.85101560588843,1.5294816794556223,250978341.325,0.06688329271594906,0.12997590914305346,True,True,True,True,False,3,强,0.9705372616984402,0.9774696707105719,-0.007106598984771617,0.051104304368853715
000099,中信海直,2024-10-28,2024-11-01,2024-10,弱,4,2,2,2,600,21.964,25.359,13183.3,15202.9,2019.6,0.15458772236548787,80,80,亢奋止盈,81846.31,2024-10-25,强,0.9393414211438474,0.9774696707105719,0.9393414211438474,True,True,True,21.73,62.51896806712705,1.5322810976932721,1911060785.447,0.19549968365746984,0.31006209682281316,True,True,True,True,True,3,强,0.9373913043478261,0.9808695652173913,0.008743672342383935,0.1770707477513762
002285,世联行,2024-10-18,2024-11-07,2024-10,强,14,0,3,3,5200,2.515,3.653,13083.1,18979.44,5896.34,0.4523463034091182,76,76,亢奋止盈,41547.47,2024-10-17,强,0.9341421143847487,0.9480069324090121,0.8370883882149047,True,True,True,2.6,63.80090457320695,1.6147044654120575,339061828.6085,0.1378555798687091,0.3441323453386178,True,True,True,True,False,3,强,0.9653379549393414,0.9722703639514731,-0.034615384615384714,0.08143041792330874
002738,中矿资源,2024-10-24,2024-11-11,2024-10,强,12,0,3,3,300,33.667,34.182,10105.16,10244.32,139.16,0.015275995627791994,86,86,沉没止损,36867.01,2024-10-23,强,0.9705372616984402,0.9774696707105719,0.8890814558058926,True,True,True,34.1,61.525795781484035,1.5393614145038943,750620211.3905001,0.07562495071366615,0.1971072832802847,True,True,True,True,False,4,强,0.9324090121317158,0.9792027729636048,-0.014662756598240456,0.0512648029660685
002923,润都股份,2024-10-24,2024-11-15,2024-10,弱,16,0,3,3,1300,9.609,9.78,12496.93,12703.16,206.23,0.01781837784285443,86,86,沉没止损,36803.7,2024-10-23,强,0.9705372616984402,0.9774696707105719,0.8890814558058926,True,True,True,9.62,65.47314554562041,2.245497286012186,33879201.4465,0.08174969076801952,0.10119047619047628,True,True,True,True,False,3,强,0.9324090121317158,0.9792027729636048,-0.0031185031185030354,0.0695962525094802
600798,宁波海运,2024-11-04,2024-11-18,2024-11,弱,10,1,1,1,4800,3.076,3.074,14770.47,14742.05,-28.42,-0.0007476902871779323,86,86,沉没止损,51545.75,2024-11-01,弱,0.6069565217391304,0.9565217391304348,0.9547826086956521,False,True,True,3.06,62.96296133058989,1.688206664698843,52604884.6935,0.03605891315388532,0.11205330102967892,True,True,True,True,False,4,强,0.7582608695652174,0.9704347826086956,0.0032679738562091387,0.039268788083953954
000514,渝 开 发,2024-11-04,2024-11-18,2024-11,弱,10,1,1,1,2700,5.491,4.91,14830.59,13245.8,-1584.79,-0.10577385375234931,80,80,绝对止损,64791.56,2024-11-01,弱,0.6069565217391304,0.9565217391304348,0.9547826086956521,False,True,True,5.36,64.5695361245121,1.5562785433315167,356578871.995,0.14676936243046668,0.44118306072148794,True,True,True,True,True,4,强,0.7582608695652174,0.9704347826086956,0.02238805970149249,0.1607710230883288
002331,皖通科技,2024-10-16,2024-11-19,2024-10,弱,24,2,5,3,1700,7.244,7.575,12320.58,12865.76,545.17,0.045601742572945365,76,76,回撤止盈,77657.31,2024-10-15,强,0.9670710571923743,0.9601386481802426,0.8613518197573656,True,True,True,7.42,65.31165286873627,1.95251158809838,95478627.755,0.07645437400261113,0.09993823347745523,True,True,True,True,False,3,强,0.9549393414211439,0.9688041594454073,-0.025606469002695365,0.04268820305739829
000807,云铝股份,2024-11-07,2024-11-19,2024-11,弱,8,2,2,2,1000,14.92,13.333,14924.78,13321.61,-1603.17,-0.10633534810835017,90,90,绝对止损,90978.93,2024-11-06,强,0.8802083333333334,0.9722222222222222,0.9513888888888888,True,True,True,14.88,67.11409364443044,1.5140040463625535,754679100.5395,0.04796112402281838,0.20297509970895744,True,True,True,True,True,4,强,0.9375,0.9895833333333334,0.0006720430107527431,0.041295150180076234
000425,徐工机械,2024-11-04,2024-11-21,2024-11,弱,13,4,4,4,1900,7.836,7.395,14892.72,14038.82,-853.9,-0.05621238341730869,80,80,破位防守,105017.74,2024-11-01,弱,0.6069565217391304,0.9565217391304348,0.9547826086956521,False,True,True,7.8,56.571428118857135,1.5239144724037104,1001998242.1135,0.0589912429570294,0.18265440210249673,True,True,True,True,True,3,强,0.7582608695652174,0.9704347826086956,0.002564102564102555,0.05875981586785817
000063,中兴通讯,2024-11-11,2024-11-22,2024-11,弱,9,5,5,5,400,31.904,31.148,12766.47,12447.8,-318.67,-0.02369946037573095,90,90,转弱持仓退出,117465.55,2024-11-08,强,0.9324090121317158,0.9809358752166378,0.9688041594454073,True,True,True,31.77,56.467661593215496,1.6589906536570904,4496025715.7335,0.06644735737903007,0.1965951463258464,True,True,False,True,True,5,强,0.9375,0.9809027777777778,0.00220333648095683,0.05907397551889293
601609,金田股份,2024-11-04,2024-11-28,2024-11,弱,18,9,9,9,2500,5.912,5.649,14784.5,14109.64,-674.86,-0.04450759497953257,86,86,破位防守,131575.18,2024-11-01,弱,0.6069565217391304,0.9565217391304348,0.9547826086956521,False,True,True,5.73,66.66666592592598,2.3574428370760305,74798143.935,0.06327704583410654,0.14363648459849654,True,True,True,True,False,3,强,0.7582608695652174,0.9704347826086956,0.029668411867364686,0.09421364985163194
002132,恒星科技,2024-12-03,2024-12-17,2024-12,弱,10,10,10,10,1700,3.016,3.054,5132.23,5184.0,51.77,0.012552967155390293,90,90,沉没止损,131626.95,2024-12-02,弱,0.6805555555555556,0.9270833333333334,0.96875,False,False,True,3.02,62.85714160000003,1.984194526128993,78999833.3805,0.07263363523352862,0.19399051133368483,True,True,True,True,True,4,弱,0.6949740034662045,0.9341421143847487,-0.0033112582781458233,0.06454465075154725
601919,中远海控,2024-12-17,2025-01-03,2024-12,弱,12,12,12,12,400,12.926,13.154,5175.32,5253.83,78.51,0.017626761979916035,90,90,沉没止损,131705.46,2024-12-16,弱,0.6649305555555556,0.8767361111111112,0.9913194444444444,False,False,True,12.81,67.45282974323607,1.723601550352757,1139968153.9385,0.03749898760832604,0.027773691881844975,True,True,False,True,True,3,弱,0.3368055555555556,0.7951388888888888,0.007025761124121788,0.04309856877173113
